Lenght	Height
mkm	mkm
88.3459	13.3767
88.6591	13.3767
88.9724	13.4016
89.2857	13.4016
89.5990	13.4016
89.9123	13.4265
90.2256	13.4265
90.5388	13.4514
90.8521	13.4763
91.1654	13.4763
91.4787	13.4763
91.7920	13.4763
92.1053	13.4763
92.4185	13.4514
92.7318	13.4514
93.0451	13.4514
93.3584	13.4514
93.6717	13.4514
93.9850	13.4514
94.2982	13.4514
94.6115	13.4265
94.9248	13.4265
95.2381	13.4265
95.5514	13.3767
95.8647	13.3767
96.1779	13.3767
96.4912	13.3767
96.8045	13.4016
97.1178	13.4016
97.4311	13.4016
97.7444	13.3767
98.0576	13.3767
98.3709	13.3767
98.6842	13.3767
98.9975	13.3767
99.3108	13.3767
99.6241	13.4265
99.9373	13.4265
100.2506	13.4265
100.5639	13.4265
100.8772	13.4265
101.1905	13.4265
101.5038	13.4265
101.8170	13.4265
102.1303	13.4265
102.4436	13.4265
102.7569	13.4265
103.0702	13.4016
103.3835	13.4016
103.6967	13.4016
104.0100	13.4016
104.3233	13.4016
104.6366	13.4016
104.9499	13.4265
105.2632	13.4265
105.5764	13.4514
105.8897	13.4514
106.2030	13.4514
106.5163	13.4763
106.8296	13.4763
107.1429	13.5012
107.4561	13.5012
107.7694	13.5012
108.0827	13.4763
108.3960	13.4763
108.7093	13.4763
109.0226	13.4514
109.3358	13.4514
109.6491	13.4016
109.9624	13.4016
110.2757	13.4016
110.5890	13.4016
110.9023	13.4016
111.2155	13.4016
111.5288	13.4016
111.8421	13.4016
112.1554	13.4265
112.4687	13.4265
112.7820	13.4265
113.0952	13.4265
113.4085	13.4265
113.7218	13.4514
114.0351	13.4514
114.3484	13.4514
114.6617	13.4514
114.9749	13.4265
115.2882	13.4265
115.6015	13.4016
115.9148	13.3767
116.2281	13.3767
116.5414	13.3767
116.8546	13.4016
117.1679	13.4016
117.4812	13.4016
117.7945	13.4016
118.1078	13.4016
118.4211	13.4016
118.7343	13.4016
119.0476	13.4265
119.3609	13.4265
119.6742	13.4265
119.9875	13.4265
120.3008	13.4016
120.6140	13.4016
120.9273	13.4016
121.2406	13.4016
121.5539	13.4016
121.8672	13.4016
122.1805	13.3767
122.4937	13.3268
122.8070	13.2023
123.1203	12.7788
123.4336	12.6792
123.7469	12.6045
124.0602	12.5546
124.3734	12.4799
124.6867	12.3803
125.0000	12.2806
125.3133	12.1063
125.6266	11.9817
125.9398	11.8572
126.2531	11.8572
126.5664	11.7077
126.8797	11.5831
127.1930	11.5333
127.5063	11.3590
127.8195	11.2344
128.1328	11.1846
128.4461	10.9355
128.7594	10.6864
129.0727	10.4622
129.3860	10.2131
129.6992	9.9391
130.0125	9.6900
130.3258	9.4409
130.6391	9.2416
130.9524	9.0672
131.2657	8.8929
131.5789	8.7434
131.8922	8.5939
132.2055	8.4445
132.5188	8.3448
132.8321	8.2701
133.1454	8.2452
133.4586	8.2452
133.7719	8.2452
134.0852	8.2701
134.3985	8.2701
134.7118	8.2701
135.0251	8.2452
135.3383	8.2452
135.6516	8.2452
135.9649	8.2452
136.2782	8.2701
136.5915	8.2701
136.9048	8.2701
137.2180	8.2701
137.5313	8.2701
137.8446	8.2701
138.1579	8.2701
138.4712	8.2452
138.7845	8.2452
139.0977	8.2452
139.4110	8.2452
139.7243	8.2452
140.0376	8.2452
140.3509	8.2203
140.6642	8.2203
140.9774	8.2203
141.2907	8.2203
141.6040	8.2452
141.9173	8.2452
142.2306	8.2452
142.5439	8.2452
142.8571	8.2452
143.1704	8.2452
143.4837	8.2452
143.7970	8.2452
144.1103	8.2452
144.4236	8.2452
144.7368	8.2452
145.0501	8.2452
145.3634	8.2203
145.6767	8.2203
145.9900	8.2203
146.3033	8.2203
146.6165	8.2203
146.9298	8.2203
147.2431	8.2203
147.5564	8.2203
147.8697	8.2203
148.1830	8.2452
148.4962	8.2452
148.8095	8.2452
149.1228	8.2452
149.4361	8.2701
149.7494	8.2701
150.0627	8.2452
150.3759	8.2452
150.6892	8.2452
151.0025	8.2452
151.3158	8.2701
151.6291	8.2701
151.9424	8.2701
152.2556	8.2452
152.5689	8.2452
152.8822	8.2452
153.1955	8.2452
153.5088	8.2452
153.8221	8.2452
154.1353	8.2701
154.4486	8.2701
154.7619	8.2701
155.0752	8.2701
155.3885	8.2701
155.7018	8.2701
156.0150	8.2701
156.3283	8.2701
156.6416	8.2701
156.9549	8.2701
157.2682	8.2701
157.5815	8.2701
157.8947	8.2452
158.2080	8.2203
158.5213	8.2203
158.8346	8.2203
159.1479	8.2203
159.4612	8.2203
159.7744	8.2203
160.0877	8.1456
160.4010	8.1456
160.7143	8.1456
161.0276	8.1705
161.3409	8.2203
161.6541	8.2950
161.9674	8.3947
162.2807	8.5192
162.5940	8.6189
162.9073	8.7683
163.2206	8.9427
163.5338	9.0921
163.8471	9.3163
164.1604	9.6153
164.4737	9.8644
164.7870	10.1135
165.1003	10.3626
165.4135	10.5867
165.7268	10.8109
166.0401	11.0102
166.3534	11.2593
166.6667	11.4835
166.9799	11.8322
167.2932	12.1312
167.6065	12.4799
167.9198	12.6294
168.2331	12.7788
168.5464	12.8785
168.8596	13.0030
169.1729	13.1027
169.4862	13.2023
169.7995	13.3019
170.1128	13.4016
170.4261	13.4016
170.7393	13.4763
171.0526	13.4763
171.3659	13.3019
171.6792	13.3019
171.9925	13.3518
172.3058	13.3518
172.6190	13.3767
172.9323	13.4016
173.2456	13.4265
173.5589	13.4514
173.8722	13.4514
174.1855	13.4514
174.4987	13.4514
174.8120	13.4514
175.1253	13.4514
175.4386	13.4514
175.7519	13.4514
176.0652	13.4514
176.3784	13.4763
176.6917	13.4763
177.0050	13.4763
177.3183	13.4763
177.6316	13.4763
177.9449	13.4763
178.2581	13.4763
178.5714	13.4763
178.8847	13.4763
179.1980	13.5012
179.5113	13.5012
179.8246	13.5012
180.1378	13.5012
180.4511	13.4763
180.7644	13.4514
181.0777	13.4514
181.3910	13.4265
181.7043	13.4265
182.0175	13.4265
182.3308	13.4514
182.6441	13.4514
182.9574	13.4514
183.2707	13.4514
183.5840	13.4514
183.8972	13.4514
184.2105	13.4514
184.5238	13.4514
184.8371	13.5012
185.1504	13.5012
185.4637	13.5012
185.7769	13.5261
186.0902	13.5261
186.4035	13.5261
186.7168	13.5261
187.0301	13.5261
187.3434	13.5261
187.6566	13.5261
187.9699	13.5261
188.2832	13.5261
188.5965	13.5261
188.9098	13.5261
189.2231	13.5261
189.5363	13.5261
189.8496	13.5261
190.1629	13.5261
190.4762	13.5261
190.7895	13.5261
191.1028	13.5261
191.4160	13.5261
191.7293	13.5261
192.0426	13.5261
192.3559	13.5261
192.6692	13.5261
192.9825	13.5012
193.2957	13.5012
193.6090	13.5012
193.9223	13.5012
194.2356	13.5261
194.5489	13.5261
194.8622	13.5261
195.1754	13.5261
195.4887	13.5510
195.8020	13.5261
196.1153	13.5261
196.4286	13.5261
196.7419	13.5261
197.0551	13.5012
197.3684	13.5012
197.6817	13.5012
197.9950	13.5012
198.3083	13.5012
198.6216	13.5012
198.9348	13.4763
199.2481	13.4763
199.5614	13.4763
199.8747	13.4763
200.1880	13.4514
200.5013	13.4514
200.8145	13.4514
201.1278	13.4514
201.4411	13.4763
201.7544	13.5012
202.0677	13.5012
202.3810	13.5012
202.6942	13.5012
203.0075	13.5012
203.3208	13.5012
203.6341	13.5012
203.9474	13.5012
204.2607	13.5012
204.5739	13.5012
204.8872	13.5012
205.2005	13.5012
205.5138	13.5012
205.8271	13.5012
206.1404	13.5012
206.4536	13.5012
206.7669	13.5012
207.0802	13.5012
207.3935	13.5012
207.7068	13.5012
208.0201	13.5012
208.3333	13.5012
208.6466	13.5012
208.9599	13.5012
209.2732	13.5012
209.5865	13.5012
209.8997	13.5012
210.2130	13.5012
210.5263	13.4763
210.8396	13.4763
211.1529	13.4763
211.4662	13.4514
211.7794	13.4514
212.0927	13.4514
212.4060	13.4514
212.7193	13.4763
213.0326	13.4763
213.3459	13.4763
213.6591	13.4763
213.9724	13.4763
214.2857	13.4763
214.5990	13.5012
214.9123	13.5261
215.2256	13.5261
215.5388	13.5261
215.8521	13.5759
216.1654	13.5759
216.4787	13.5759
216.7920	13.5759
217.1053	13.5759
217.4185	13.5510
217.7318	13.5510
218.0451	13.5510
218.3584	13.5510
218.6717	13.5261
218.9850	13.5261
219.2982	13.5261
219.6115	13.5261
219.9248	13.5012
220.2381	13.4763
220.5514	13.4763
220.8647	13.4763
221.1779	13.4763
221.4912	13.4514
221.8045	13.4514
222.1178	13.4514
222.4311	13.4514
222.7444	13.4514
223.0576	13.4514
223.3709	13.4514
223.6842	13.4514
223.9975	13.4514
224.3108	13.4514
224.6241	13.4265
224.9373	13.4265
225.2506	13.4265
225.5639	13.3767
225.8772	13.3767
226.1905	13.3268
226.5038	13.3019
226.8170	13.2521
227.1303	12.6792
227.4436	12.6294
227.7569	12.5546
228.0702	12.4799
228.3835	12.3803
228.6967	12.2557
229.0100	12.1312
229.3233	12.0066
229.6366	11.8572
229.9499	11.7077
230.2632	11.4835
230.5764	11.3590
230.8897	11.3091
231.2030	11.1348
231.5163	11.0849
231.8296	10.9106
232.1429	10.6615
232.4561	10.4124
232.7694	10.1384
233.0827	9.8644
233.3960	9.6402
233.7093	9.4409
234.0226	9.2416
234.3358	9.0921
234.6491	8.9427
234.9624	8.7932
235.2757	8.6687
235.5890	8.5690
235.9023	8.4694
236.2155	8.4196
236.5288	8.3947
236.8421	8.3947
237.1554	8.3947
237.4687	8.3698
237.7820	8.3698
238.0952	8.3448
238.4085	8.3448
238.7218	8.3448
239.0351	8.3199
239.3484	8.3199
239.6617	8.3448
239.9749	8.3448
240.2882	8.3199
240.6015	8.3199
240.9148	8.3199
241.2281	8.3199
241.5414	8.3448
241.8546	8.3698
242.1679	8.3698
242.4812	8.3698
242.7945	8.3698
243.1078	8.3698
243.4211	8.3448
243.7343	8.3448
244.0476	8.3448
244.3609	8.3448
244.6742	8.3448
244.9875	8.3448
245.3008	8.3448
245.6140	8.3448
245.9273	8.3199
246.2406	8.3199
246.5539	8.3199
246.8672	8.3448
247.1805	8.3698
247.4937	8.3698
247.8070	8.3698
248.1203	8.3698
248.4336	8.3698
248.7469	8.3698
249.0602	8.3698
249.3734	8.3947
249.6867	8.3947
250.0000	8.3947
250.3133	8.3947
250.6266	8.3698
250.9398	8.3698
251.2531	8.3448
251.5664	8.3448
251.8797	8.3448
252.1930	8.3698
252.5063	8.3698
252.8195	8.3698
253.1328	8.3448
253.4461	8.3448
253.7594	8.3199
254.0727	8.3199
254.3860	8.3199
254.6992	8.3199
255.0125	8.3199
255.3258	8.3199
255.6391	8.3448
255.9524	8.3448
256.2657	8.3448
256.5789	8.3448
256.8922	8.3448
257.2055	8.3448
257.5188	8.3448
257.8321	8.3698
258.1454	8.3698
258.4586	8.3947
258.7719	8.3947
259.0852	8.3947
259.3985	8.3947
259.7118	8.3698
260.0251	8.3698
260.3383	8.3698
260.6516	8.3698
260.9649	8.3448
261.2782	8.3448
261.5915	8.3448
261.9048	8.3448
262.2180	8.3448
262.5313	8.2950
262.8446	8.2950
263.1579	8.2950
263.4712	8.2950
263.7845	8.3698
264.0977	8.4196
264.4110	8.4445
264.7243	8.5192
265.0376	8.6189
265.3509	8.6936
265.6642	8.8181
265.9774	8.9427
266.2907	9.0672
266.6040	9.3163
266.9173	9.5156
267.2306	9.7398
267.5439	9.9391
267.8571	10.0885
268.1704	10.3127
268.4837	10.5369
268.7970	10.7860
269.1103	11.0351
269.4236	11.6579
269.7368	11.7326
270.0501	11.9319
270.3634	12.3304
270.6767	12.4799
270.9900	12.6543
271.3033	12.8037
271.6165	12.9781
271.9298	13.1276
272.2431	13.2521
272.5564	13.3518
272.8697	13.3518
273.1830	13.3518
273.4962	13.4514
273.8095	13.3767
274.1228	13.3767
274.4361	13.4265
274.7494	13.4514
275.0627	13.4514
275.3759	13.5012
275.6892	13.5261
276.0025	13.5510
276.3158	13.5759
276.6291	13.6009
276.9424	13.6009
277.2556	13.6009
277.5689	13.6009
277.8822	13.6009
278.1955	13.6009
278.5088	13.6009
278.8221	13.6009
279.1353	13.6009
279.4486	13.6009
279.7619	13.5759
280.0752	13.5759
280.3885	13.5759
280.7018	13.5510
281.0150	13.5510
281.3283	13.5510
281.6416	13.5510
281.9549	13.5510
282.2682	13.5510
282.5815	13.5510
282.8947	13.5510
283.2080	13.5510
283.5213	13.5261
283.8346	13.5261
284.1479	13.5261
284.4612	13.5261
284.7744	13.5510
285.0877	13.5759
285.4010	13.5759
285.7143	13.5759
286.0276	13.5759
286.3409	13.5759
286.6541	13.6009
286.9674	13.6009
287.2807	13.6258
287.5940	13.6258
287.9073	13.6258
288.2206	13.6258
288.5338	13.6507
288.8471	13.6507
289.1604	13.6507
289.4737	13.6507
289.7870	13.6507
290.1003	13.6507
290.4135	13.6258
290.7268	13.6009
291.0401	13.5759
291.3534	13.5759
291.6667	13.5759
291.9799	13.5759
292.2932	13.5759
292.6065	13.5759
292.9198	13.6009
293.2331	13.6009
293.5464	13.6009
293.8596	13.6009
294.1729	13.6258
294.4862	13.6756
294.7995	13.6756
295.1128	13.6756
295.4261	13.6756
295.7393	13.6756
296.0526	13.6756
296.3659	13.6756
296.6792	13.7005
296.9925	13.7005
297.3058	13.7005
297.6190	13.6756
297.9323	13.6507
298.2456	13.6258
298.5589	13.6258
298.8722	13.6258
299.1855	13.6258
299.4987	13.6507
299.8120	13.6507
300.1253	13.6507
300.4386	13.6507
300.7519	13.6507
301.0652	13.6258
301.3784	13.6258
301.6917	13.6258
302.0050	13.6258
302.3183	13.6258
302.6316	13.6258
302.9449	13.6507
303.2581	13.6507
303.5714	13.6507
303.8847	13.6507
304.1980	13.6507
304.5113	13.6507
304.8246	13.6507
305.1378	13.6507
305.4511	13.6507
305.7644	13.6507
306.0777	13.6756
306.3910	13.6756
306.7043	13.7005
307.0175	13.7254
307.3308	13.7254
307.6441	13.7254
307.9574	13.7254
308.2707	13.7005
308.5840	13.7005
308.8972	13.7254
309.2105	13.7254
309.5238	13.7254
309.8371	13.7254
310.1504	13.7254
310.4637	13.7005
310.7769	13.6756
311.0902	13.6756
311.4035	13.6756
311.7168	13.6756
312.0301	13.6756
312.3434	13.6756
312.6566	13.6756
312.9699	13.6756
313.2832	13.6258
313.5965	13.6258
313.9098	13.6258
314.2231	13.6756
314.5363	13.6756
314.8496	13.6756
315.1629	13.6756
315.4762	13.6756
315.7895	13.6258
316.1028	13.6258
316.4160	13.6258
316.7293	13.6258
317.0426	13.6258
317.3559	13.6507
317.6692	13.6507
317.9825	13.6507
318.2957	13.6258
318.6090	13.6258
318.9223	13.6009
319.2356	13.6009
319.5489	13.6009
319.8622	13.6258
320.1754	13.6258
320.4887	13.6258
320.8020	13.6258
321.1153	13.6009
321.4286	13.6009
321.7419	13.6009
322.0551	13.6009
322.3684	13.6258
322.6817	13.6258
322.9950	13.6258
323.3083	13.6507
323.6216	13.6756
323.9348	13.6756
324.2481	13.6756
324.5614	13.6756
324.8747	13.6756
325.1880	13.6756
325.5013	13.6756
325.8145	13.6258
326.1278	13.6258
326.4411	13.5759
326.7544	13.5510
327.0677	13.5012
327.3810	13.4514
327.6942	13.4016
328.0075	13.3767
328.3208	13.3019
328.6341	12.7539
328.9474	12.6543
329.2607	12.5795
329.5739	12.4550
329.8872	12.3304
330.2005	12.1810
330.5138	12.0315
330.8271	11.9070
331.1404	11.7575
331.4536	11.6081
331.7669	11.4586
332.0802	11.4337
332.3935	11.3091
332.7068	11.2842
333.0201	11.1348
333.3333	11.1348
333.6466	10.9853
333.9599	10.8358
334.2732	10.7362
334.5865	10.6117
334.8997	10.5120
335.2130	10.3875
335.5263	10.2380
335.8396	10.0885
336.1529	9.9640
336.4662	9.8394
336.7794	9.7149
337.0927	9.6153
337.4060	9.4907
337.7193	9.3662
338.0326	9.2665
338.3459	9.1669
338.6591	9.0921
338.9724	8.9925
339.2857	8.9178
339.5990	8.8430
339.9123	8.7932
340.2256	8.7185
340.5388	8.6936
340.8521	8.6189
341.1654	8.5441
341.4787	8.5441
341.7920	8.5192
342.1053	8.5192
342.4185	8.4943
342.7318	8.4694
343.0451	8.4694
343.3584	8.4694
343.6717	8.4694
343.9850	8.4694
344.2982	8.4694
344.6115	8.4694
344.9248	8.4943
345.2381	8.5192
345.5514	8.5192
345.8647	8.5192
346.1779	8.5192
346.4912	8.5192
346.8045	8.5441
347.1178	8.5441
347.4311	8.5441
347.7444	8.5441
348.0576	8.5192
348.3709	8.5192
348.6842	8.5192
348.9975	8.4943
349.3108	8.4943
349.6241	8.4943
349.9373	8.4943
350.2506	8.4943
350.5639	8.4694
350.8772	8.4196
351.1905	8.4196
351.5038	8.4196
351.8170	8.4196
352.1303	8.4445
352.4436	8.4445
352.7569	8.4694
353.0702	8.4694
353.3835	8.4694
353.6967	8.4694
354.0100	8.4943
354.3233	8.5192
354.6366	8.5192
354.9499	8.5441
355.2632	8.5441
355.5764	8.5441
355.8897	8.5441
356.2030	8.5441
356.5163	8.5441
356.8296	8.5441
357.1429	8.5192
357.4561	8.5192
357.7694	8.5192
358.0827	8.5192
358.3960	8.4943
358.7093	8.4943
359.0226	8.4943
359.3358	8.4943
359.6491	8.4943
359.9624	8.4943
360.2757	8.4943
360.5890	8.4943
360.9023	8.4943
361.2155	8.4943
361.5288	8.4943
361.8421	8.4943
362.1554	8.4943
362.4687	8.4694
362.7820	8.4694
363.0952	8.4196
363.4085	8.3947
363.7218	8.3947
364.0351	8.3947
364.3484	8.4196
364.6617	8.4694
364.9749	8.5192
365.2882	8.5690
365.6015	8.6687
365.9148	8.7434
366.2281	8.8680
366.5414	9.0174
366.8546	9.1918
367.1679	9.4160
367.4812	9.6651
367.7945	9.8893
368.1078	10.1135
368.4211	10.3376
368.7343	10.5618
369.0476	10.7860
369.3609	11.0102
369.6742	11.2344
369.9875	11.9568
370.3008	12.1810
370.6140	12.3554
370.9273	12.5297
371.2406	12.6792
371.5539	12.8286
371.8672	12.9781
372.1805	13.1525
372.4937	13.2770
372.8070	13.4016
373.1203	13.5012
373.4336	13.5012
373.7469	13.5012
374.0602	13.4265
374.3734	13.4265
374.6867	13.4265
375.0000	13.5012
375.3133	13.5510
375.6266	13.6009
375.9398	13.6009
376.2531	13.6258
376.5664	13.6258
376.8797	13.6258
377.1930	13.6258
377.5063	13.6258
377.8195	13.6507
378.1328	13.6507
378.4461	13.6507
378.7594	13.6756
379.0727	13.7005
379.3860	13.7005
379.6992	13.7254
380.0125	13.7254
380.3258	13.7503
380.6391	13.7503
380.9524	13.7503
381.2657	13.7503
381.5789	13.7503
381.8922	13.7503
382.2055	13.7503
382.5188	13.7503
382.8321	13.7503
383.1454	13.7254
383.4586	13.7254
383.7719	13.7254
384.0852	13.7254
384.3985	13.7503
384.7118	13.7503
385.0251	13.7752
385.3383	13.7752
385.6516	13.7752
385.9649	13.7752
386.2782	13.7752
386.5915	13.7752
386.9048	13.7752
387.2180	13.8001
387.5313	13.7752
387.8446	13.7752
388.1579	13.7752
388.4712	13.7752
388.7845	13.7752
389.0977	13.7752
389.4110	13.7752
389.7243	13.7752
390.0376	13.7752
390.3509	13.7752
390.6642	13.7752
390.9774	13.7752
391.2907	13.7503
391.6040	13.7503
391.9173	13.7254
392.2306	13.7254
392.5439	13.7254
392.8571	13.7254
393.1704	13.7254
393.4837	13.7254
393.7970	13.7254
394.1103	13.7254
394.4236	13.7254
394.7368	13.7254
395.0501	13.7254
395.3634	13.7254
395.6767	13.7503
395.9900	13.7503
396.3033	13.7752
396.6165	13.7752
396.9298	13.7752
397.2431	13.8001
397.5564	13.8001
397.8697	13.8001
398.1830	13.7752
398.4962	13.7752
398.8095	13.7503
399.1228	13.7503
399.4361	13.7503
399.7494	13.7503
400.0627	13.7503
400.3759	13.7503
400.6892	13.7503
401.0025	13.7503
401.3158	13.7503
401.6291	13.7752
401.9424	13.7752
402.2556	13.8001
402.5689	13.8250
402.8822	13.8250
403.1955	13.8250
403.5088	13.8250
403.8221	13.8250
404.1353	13.8250
404.4486	13.8001
404.7619	13.8250
405.0752	13.8250
405.3885	13.8001
405.7018	13.8001
406.0150	13.8001
406.3283	13.8001
406.6416	13.7752
406.9549	13.7503
407.2682	13.7503
407.5815	13.7503
407.8947	13.7503
408.2080	13.7254
408.5213	13.7005
408.8346	13.7005
409.1479	13.7005
409.4612	13.7005
409.7744	13.6756
410.0877	13.6756
410.4010	13.6756
410.7143	13.6756
411.0276	13.6756
411.3409	13.6756
411.6541	13.6756
411.9674	13.6756
412.2807	13.6756
412.5940	13.7005
412.9073	13.7005
413.2206	13.7005
413.5338	13.7005
413.8471	13.7005
414.1604	13.7254
414.4737	13.7254
414.7870	13.7254
415.1003	13.7254
415.4135	13.7254
415.7268	13.7503
416.0401	13.7752
416.3534	13.7752
416.6667	13.7752
416.9799	13.7752
417.2932	13.7752
417.6065	13.7752
417.9198	13.7752
418.2331	13.8001
418.5464	13.8001
418.8596	13.8001
419.1729	13.8001
419.4862	13.8001
419.7995	13.8001
420.1128	13.8001
420.4261	13.8001
420.7393	13.7752
421.0526	13.7752
421.3659	13.7752
421.6792	13.7503
421.9925	13.7503
422.3058	13.7503
422.6190	13.7503
422.9323	13.7503
423.2456	13.7503
423.5589	13.7254
423.8722	13.7254
424.1855	13.7254
424.4987	13.7254
424.8120	13.7005
425.1253	13.7005
425.4386	13.7005
425.7519	13.7005
426.0652	13.7005
426.3784	13.7254
426.6917	13.7254
427.0050	13.7254
427.3183	13.7254
427.6316	13.7254
427.9449	13.7005
428.2581	13.6507
428.5714	13.6009
428.8847	13.5759
429.1980	13.5510
429.5113	13.4763
429.8246	12.9283
430.1378	12.8286
430.4511	12.7539
430.7644	12.6045
431.0777	12.4550
431.3910	12.3304
431.7043	12.1810
432.0175	12.0315
432.3308	11.8821
432.6441	11.6828
432.9574	11.5084
433.2707	11.3590
433.5840	11.2842
433.8972	11.1348
434.2105	11.0849
434.5238	10.8857
434.8371	10.6366
435.1504	10.3875
435.4637	10.1135
435.7769	9.8644
436.0902	9.6402
436.4035	9.3911
436.7168	9.2416
437.0301	9.0672
