Length	Amplitude	
905.075	-0.749708
905.389	-0.703678
905.702	-0.682297
906.015	-0.697936
906.328	-0.655591
906.642	-0.61158
906.955	-0.55691
907.268	-0.513601
907.582	-0.481552
907.895	-0.462774
908.208	-0.442955
908.521	-0.40755
908.835	-0.344254
909.148	-0.300077
909.461	-0.273921
909.774	-0.233619
910.088	-0.19246
910.401	-0.112104
910.714	-0.0911344
911.028	-0.0718149
911.341	-0.0279303
911.654	0.027604
911.967	0.0257295
912.281	0.0694415
912.594	0.0865738
912.907	0.131082
913.221	0.17559
913.534	0.238599
913.847	0.282493
914.16	0.282528
914.474	0.319151
914.787	0.327018
915.1	0.353127
915.413	0.392504
915.727	0.445505
916.04	0.466855
916.353	0.462908
916.667	0.471922
916.98	0.478446
917.293	0.442329
917.606	0.429535
917.92	0.440417
918.233	0.457188
918.546	0.394002
918.86	0.362555
919.173	0.369681
919.486	0.332225
919.799	0.296548
920.113	0.260631
920.426	0.252326
920.739	0.231965
921.053	0.214529
921.366	0.132045
921.679	0.0936719
921.992	0.0765823
922.306	0.0312146
922.619	-0.0127906
922.932	-0.0427092
923.246	-0.042322
923.559	-0.0774422
923.872	-0.0977691
924.186	-0.109227
924.499	-0.163389
924.812	-0.129639
925.125	-0.125593
925.439	-0.145048
925.752	-0.150365
926.065	-0.144531
926.378	-0.142164
926.692	-0.154054
927.005	-0.137527
927.318	-0.148864
927.632	-0.123021
927.945	-0.109709
928.258	-0.0980912
928.571	-0.0415011
928.885	0.0020688
929.198	0.0128573
929.511	0.0707482
929.825	0.130439
930.138	0.209323
930.451	0.304998
930.764	0.36253
931.078	0.400945
931.391	0.489002
931.704	0.587162
932.018	0.63457
932.331	0.658415
932.644	0.764059
932.957	0.877625
933.271	0.864769
933.584	0.835474
933.897	0.564553
934.211	0.524328
934.524	0.549835
934.837	0.538676
935.15	0.561665
935.464	0.562368
935.777	0.540691
936.09	0.542382
936.404	0.503948
936.717	0.448765
937.03	0.389278
937.343	0.371643
937.657	0.418932
937.97	0.430209
938.283	0.50227
938.596	0.43113
938.91	0.268169
939.223	0.129596
939.536	0.0418186
939.85	-0.0601738
940.163	-0.133885
940.476	-0.179901
940.789	-0.218327
941.103	-0.216695
941.416	-0.231428
941.729	-0.232185
942.043	-0.257686
942.356	-0.217511
942.669	-0.142423
942.982	-0.0469333
943.296	0.0244249
943.609	0.0834673
943.922	0.210937
944.236	0.292221
944.549	0.30974
944.862	0.337044
945.175	0.366811
945.489	0.44073
945.802	0.491127
946.115	0.547653
946.429	0.597748
946.742	0.597975
947.055	0.630522
947.368	0.637103
947.682	0.664632
947.995	0.701792
948.308	0.724835
948.622	0.731427
948.935	0.749102
949.248	0.803137
949.561	0.792797
949.875	0.785756
950.188	0.778318
950.501	0.783374
950.814	0.805628
951.128	0.800586
951.441	0.795627
951.754	0.784311
952.068	0.788371
952.381	0.805583
952.694	0.792151
953.008	0.800001
953.321	0.803569
953.634	0.816006
953.947	0.795809
954.261	0.807348
954.574	0.82979
954.887	0.850838
955.201	0.869324
955.514	0.905442
955.827	0.941535
956.14	0.973557
956.454	1.00273
956.767	1.0128
957.08	1.02143
957.394	1.0815
957.707	1.09006
958.02	1.07771
958.333	1.10137
958.647	1.13373
958.96	1.15884
959.273	1.16349
959.587	1.16328
959.9	1.16359
960.213	1.17556
960.526	1.17029
960.84	1.17789
961.153	1.18191
961.466	1.18669
961.779	1.19721
962.093	1.20113
962.406	1.20456
962.719	1.17959
963.033	1.14297
963.346	1.12506
963.659	1.12343
963.972	1.08184
964.286	1.08589
964.599	1.08225
964.912	1.00676
965.226	0.984311
965.539	0.919699
965.852	0.842483
966.165	0.771695
966.479	0.696988
966.792	0.63802
967.105	0.542131
967.418	0.441779
967.732	0.360848
968.045	0.248397
968.358	0.132681
968.672	-0.00232096
968.985	-0.120876
969.298	-0.24158
969.611	-0.381756
969.925	-0.453906
970.238	-0.516573
970.551	-0.591107
970.865	-0.627315
971.178	-0.634625
971.491	-0.631283
971.804	-0.643742
972.118	-0.615082
972.431	-0.549918
972.744	-0.428689
973.058	-0.330556
973.371	-0.202086
973.684	-0.0322233
973.997	0.285756
974.311	0.331094
974.624	0.308451
974.937	0.457904
975.251	0.626599
975.564	0.874353
975.877	0.92269
976.191	0.967852
976.504	0.98806
976.817	1.0051
977.13	0.997371
977.444	0.909753
977.757	0.890832
978.07	0.91019
978.384	0.862134
978.697	0.883005
979.01	0.843305
979.323	0.710465
979.637	0.612232
979.95	0.595317
980.263	0.528189
980.576	0.491138
980.89	0.440522
981.203	0.36224
981.516	0.424389
981.83	0.387207
982.143	0.357246
982.456	0.271515
982.769	0.248182
983.083	0.249296
983.396	0.218296
983.709	0.220733
984.023	0.205273
984.336	0.198297
984.649	0.205952
984.962	0.174999
985.276	0.176162
985.589	0.190347
985.902	0.19669
986.216	0.183992
986.529	0.214806
986.842	0.223909
987.155	0.222578
987.469	0.234168
987.782	0.210571
988.095	0.22048
988.409	0.261701
988.722	0.25296
989.035	0.288494
989.348	0.318931
989.662	0.296789
989.975	0.315643
990.288	0.323612
990.601	0.303014
990.915	0.323137
991.228	0.327923
991.541	0.3155
991.855	0.304424
992.168	0.313465
992.481	0.302492
992.794	0.284967
993.108	0.262042
993.421	0.237485
993.734	0.25749
994.048	0.236986
994.361	0.182026
994.674	0.161621
994.987	0.136143
995.301	0.127844
995.614	0.0537839
995.927	0.057388
996.241	0.00522652
996.554	-0.0469457
996.867	-0.0759752
997.181	-0.131066
997.494	-0.161239
997.807	-0.221975
998.12	-0.269915
998.434	-0.304893
998.747	-0.340139
999.06	-0.390728
999.373	-0.440064
999.687	-0.482001
1000	-0.518696
1000.31	-0.583174
1000.63	-0.609192
1000.94	-0.63515
1001.25	-0.667456
1001.57	-0.728567
1001.88	-0.746151
1002.19	-0.763831
1002.51	-0.807671
1002.82	-0.801136
1003.13	-0.860187
1003.45	-0.890626
1003.76	-0.891959
1004.07	-0.929238
1004.39	-0.937784
1004.7	-0.922417
1005.01	-0.939011
1005.33	-0.957184
1005.64	-0.92288
1005.95	-0.886519
1006.27	-0.884196
1006.58	-0.870924
1006.89	-0.837305
1007.21	-0.830187
1007.52	-0.826509
1007.83	-0.749814
1008.15	-0.728287
1008.46	-0.683095
1008.77	-0.605261
1009.09	-0.577542
1009.4	-0.567896
1009.71	-0.498842
1010.03	-0.454722
1010.34	-0.396022
1010.65	-0.329249
1010.96	-0.28142
1011.28	-0.203501
1011.59	-0.142802
1011.9	-0.0887821
1012.22	-0.057436
1012.53	-0.00645789
1012.84	0.0637324
1013.16	0.11093
1013.47	0.168155
1013.78	0.190712
1014.1	0.243901
1014.41	0.275335
1014.72	0.274483
1015.04	0.298469
1015.35	0.32298
1015.66	0.350179
1015.98	0.401892
1016.29	0.439337
1016.6	0.461947
1016.92	0.439784
1017.23	0.456741
1017.54	0.483475
1017.86	0.474171
1018.17	0.446292
1018.48	0.457739
1018.8	0.447
1019.11	0.419284
1019.42	0.425973
1019.74	0.385513
1020.05	0.386169
1020.36	0.354005
1020.68	0.34883
1020.99	0.359049
1021.3	0.356151
1021.62	0.313176
1021.93	0.299574
1022.24	0.286877
1022.56	0.298877
1022.87	0.26709
1023.18	0.246047
1023.5	0.208385
1023.81	0.194148
1024.12	0.182806
1024.44	0.139266
1024.75	0.0827175
1025.06	0.0530511
1025.38	0.0845617
1025.69	0.0858904
1026	0.0558182
1026.32	0.0361909
1026.63	0.0356381
1026.94	0.0344489
1027.26	0.0198346
1027.57	0.0169043
1027.88	0.0663707
1028.2	0.0851375
1028.51	0.120927
1028.82	0.150205
1029.14	0.203195
1029.45	0.21881
1029.76	0.253774
1030.08	0.325983
1030.39	0.36556
1030.7	0.437317
1031.02	0.481899
1031.33	0.550813
1031.64	0.632959
1031.95	0.680976
1032.27	0.71007
1032.58	0.710736
1032.89	0.765805
1033.21	0.82968
1033.52	0.823356
1033.83	0.796647
1034.15	0.507495
1034.46	0.370571
1034.77	0.391431
1035.09	0.378202
1035.4	0.339727
1035.71	0.298404
1036.03	0.247368
1036.34	0.208082
1036.65	0.154328
1036.97	0.0544309
1037.28	-0.0486581
1037.59	-0.152027
1037.91	-0.102857
1038.22	-0.117265
1038.53	-0.112859
1038.85	-0.185809
1039.16	-0.340601
1039.47	-0.434071
1039.79	-0.508273
1040.1	-0.578867
1040.41	-0.623131
1040.73	-0.667404
1041.04	-0.691879
1041.35	-0.637226
1041.67	-0.632603
1041.98	-0.601627
1042.29	-0.564884
1042.61	-0.503252
1042.92	-0.417985
1043.23	-0.286838
1043.55	-0.258192
1043.86	-0.171714
1044.17	-0.144859
1044.49	-0.0747738
1044.8	-0.0148209
1045.11	0.0135768
1045.43	0.025271
1045.74	0.0419478
1046.05	0.0861369
1046.37	0.133701
1046.68	0.163203
1046.99	0.186015
1047.31	0.171806
1047.62	0.194587
1047.93	0.232071
1048.25	0.255374
1048.56	0.310065
1048.87	0.317786
1049.19	0.298716
1049.5	0.299325
1049.81	0.321585
1050.13	0.315621
1050.44	0.325369
1050.75	0.360078
1051.07	0.33059
1051.38	0.324889
1051.69	0.359933
1052.01	0.362322
1052.32	0.334443
1052.63	0.357053
1052.94	0.350999
1053.26	0.367913
1053.57	0.415699
1053.88	0.424129
1054.2	0.404713
1054.51	0.423774
1054.82	0.433953
1055.14	0.420448
1055.45	0.431347
1055.76	0.46749
1056.08	0.476663
1056.39	0.479069
1056.7	0.480081
1057.02	0.498292
1057.33	0.512577
1057.64	0.540258
1057.96	0.548025
1058.27	0.548923
1058.58	0.584347
1058.9	0.619485
1059.21	0.652226
1059.52	0.672473
1059.84	0.687446
1060.15	0.711034
1060.46	0.727072
1060.78	0.75831
1061.09	0.778526
1061.4	0.808575
1061.72	0.850444
1062.03	0.85689
1062.34	0.862264
1062.66	0.878434
1062.97	0.86675
1063.28	0.893412
1063.6	0.91035
1063.91	0.946068
1064.22	0.922633
1064.54	0.89203
1064.85	0.8454
1065.16	0.795705
1065.48	0.703056
1065.79	0.685579
1066.1	0.666433
1066.42	0.629677
1066.73	0.574468
1067.04	0.515929
1067.36	0.438024
1067.67	0.364228
1067.98	0.256011
1068.3	0.183479
1068.61	0.100614
1068.92	-0.0116802
1069.24	-0.118788
1069.55	-0.233112
1069.86	-0.33223
1070.18	-0.424743
1070.49	-0.490381
1070.8	-0.550914
1071.12	-0.580895
1071.43	-0.594265
1071.74	-0.609857
1072.06	-0.565641
1072.37	-0.508544
1072.68	-0.47794
1072.99	-0.355119
1073.31	-0.23027
1073.62	-0.0802446
1073.93	0.0257027
1074.25	0.128661
1074.56	0.229354
1074.87	0.428375
1075.19	0.80232
1075.5	0.972287
1075.81	1.07915
1076.13	1.09147
1076.44	1.1596
1076.75	1.20163
1077.07	1.21912
1077.38	1.26863
1077.69	1.26369
1078.01	1.2604
1078.32	1.25107
1078.63	1.17721
1078.95	1.07629
1079.26	0.973211
1079.57	0.86049
1079.89	0.805854
1080.2	0.793437
1080.51	0.755934
1080.83	0.718543
1081.14	0.741291
1081.45	0.677716
1081.77	0.681879
1082.08	0.627903
1082.39	0.621729
1082.71	0.597569
1083.02	0.546632
1083.33	0.522918
1083.65	0.484889
1083.96	0.477497
1084.27	0.469054
1084.59	0.463657
1084.9	0.45449
1085.21	0.451533
1085.53	0.430542
1085.84	0.475597
1086.15	0.46597
1086.47	0.482916
1086.78	0.481108
1087.09	0.529217
1087.41	0.551902
1087.72	0.554877
1088.03	0.554662
1088.35	0.590524
1088.66	0.607589
1088.97	0.630073
1089.29	0.619543
1089.6	0.653301
1089.91	0.653187
1090.23	0.619229
1090.54	0.647711
1090.85	0.622948
1091.17	0.62389
1091.48	0.627929
1091.79	0.627335
1092.11	0.578341
1092.42	0.57348
1092.73	0.55673
1093.05	0.540135
1093.36	0.554224
1093.67	0.514913
1093.98	0.480277
1094.3	0.47737
1094.61	0.431626
1094.92	0.382452
1095.24	0.353729
1095.55	0.358927
1095.86	0.324415
1096.18	0.260795
1096.49	0.239397
1096.8	0.20167
1097.12	0.130112
1097.43	0.0687317
1097.74	0.0420139
1098.06	-0.00820731
1098.37	-0.0753083
1098.68	-0.113955
1099	-0.143917
1099.31	-0.230707
1099.62	-0.295517
1099.94	-0.340472
1100.25	-0.408798
1100.56	-0.414082
1100.88	-0.456626
1101.19	-0.475576
1101.5	-0.472223
1101.82	-0.511309
1102.13	-0.557899
1102.44	-0.592013
1102.76	-0.619181
1103.07	-0.592179
1103.38	-0.603957
1103.7	-0.600107
1104.01	-0.622293
1104.32	-0.621169
1104.64	-0.622199
1104.95	-0.676638
1105.26	-0.686972
1105.58	-0.675569
1105.89	-0.662073
1106.2	-0.673841
1106.52	-0.662705
1106.83	-0.63196
1107.14	-0.575204
1107.46	-0.557655
1107.77	-0.594903
1108.08	-0.573197
1108.4	-0.50619
1108.71	-0.484413
1109.02	-0.44062
1109.34	-0.37356
1109.65	-0.309783
1109.96	-0.250694
1110.28	-0.20053
1110.59	-0.153724
1110.9	-0.0907844
1111.22	-0.0381472
1111.53	0.0601674
1111.84	0.137542
1112.16	0.221373
1112.47	0.29963
1112.78	0.316672
1113.1	0.390302
1113.41	0.429372
1113.72	0.51527
1114.04	0.575658
1114.35	0.602002
1114.66	0.676264
1114.97	0.69688
1115.29	0.683403
1115.6	0.732268
1115.91	0.778019
1116.23	0.845583
1116.54	0.896742
1116.85	0.888169
1117.17	0.919607
1117.48	0.922376
1117.79	0.962865
1118.11	0.975721
1118.42	0.98386
1118.73	1.0203
1119.05	1.01429
1119.36	1.00819
1119.67	1.03175
1119.99	1.03138
1120.3	1.02345
1120.61	1.03776
1120.93	1.02179
1121.24	0.990516
1121.55	0.965436
1121.87	0.941614
1122.18	0.934065
1122.49	0.94159
1122.81	0.895748
1123.12	0.882844
1123.43	0.840119
1123.75	0.850843
1124.06	0.842973
1124.37	0.847566
1124.69	0.816047
1125	0.757884
1125.31	0.754998
1125.63	0.768573
1125.94	0.784655
1126.25	0.752954
1126.57	0.714455
1126.88	0.699939
1127.19	0.69766
1127.51	0.706599
1127.82	0.669214
1128.13	0.673917
1128.45	0.701506
1128.76	0.723223
1129.07	0.776431
1129.39	0.759543
1129.7	0.777493
1130.01	0.776201
1130.33	0.843347
1130.64	0.90871
1130.95	0.967074
1131.27	1.01874
1131.58	1.06038
1131.89	1.10222
1132.21	1.14264
1132.52	1.17364
1132.83	1.19662
1133.15	1.23443
1133.46	1.29297
1133.77	1.31163
1134.09	1.34618
1134.4	1.21357
1134.71	0.965326
1135.03	0.814064
1135.34	0.804968
1135.65	0.782864
1135.96	0.742986
1136.28	0.744259
1136.59	0.660167
1136.9	0.628982
1137.22	0.58298
1137.53	0.498556
1137.84	0.379351
1138.16	0.326419
1138.47	0.356157
1138.78	0.340225
1139.1	0.355729
1139.41	0.262859
1139.72	0.0789483
1140.04	-0.0701411
1140.35	-0.239238
1140.66	-0.360068
1140.98	-0.423649
1141.29	-0.514594
1141.6	-0.582725
1141.92	-0.714335
1142.23	-0.740465
1142.54	-0.750748
1142.86	-0.791439
1143.17	-0.764217
1143.48	-0.717662
1143.8	-0.66701
1144.11	-0.651436
1144.42	-0.59969
1144.74	-0.537834
1145.05	-0.511321
1145.36	-0.495304
1145.68	-0.482086
1145.99	-0.458599
1146.3	-0.449625
1146.62	-0.444449
1146.93	-0.458118
1147.24	-0.443196
1147.56	-0.423142
1147.87	-0.430336
1148.18	-0.434329
1148.5	-0.443838
1148.81	-0.430378
1149.12	-0.402506
1149.44	-0.432862
1149.75	-0.454643
1150.06	-0.45392
1150.38	-0.451255
1150.69	-0.488102
1151	-0.476949
1151.32	-0.469936
1151.63	-0.490834
1151.94	-0.513373
1152.26	-0.509465
1152.57	-0.548582
1152.88	-0.560723
1153.2	-0.578517
1153.51	-0.605947
1153.82	-0.633481
1154.14	-0.638568
1154.45	-0.653365
1154.76	-0.664068
1155.08	-0.674415
1155.39	-0.675905
1155.7	-0.671896
1156.02	-0.6613
1156.33	-0.68661
1156.64	-0.711204
1156.95	-0.725041
1157.27	-0.692728
1157.58	-0.661233
1157.89	-0.645673
1158.21	-0.647854
1158.52	-0.610862
1158.83	-0.599587
1159.15	-0.571727
1159.46	-0.588801
1159.77	-0.535444
1160.09	-0.499645
1160.4	-0.482039
1160.71	-0.47585
1161.03	-0.435285
1161.34	-0.383166
1161.65	-0.346934
1161.97	-0.329444
1162.28	-0.303719
1162.59	-0.292217
1162.91	-0.273174
1163.22	-0.268177
1163.53	-0.271446
1163.85	-0.242419
1164.16	-0.242905
1164.47	-0.216645
1164.79	-0.216004
1165.1	-0.184681
1165.41	-0.187845
1165.73	-0.228039
1166.04	-0.244688
1166.35	-0.271721
1166.67	-0.297296
1166.98	-0.351794
1167.29	-0.385491
1167.61	-0.445628
1167.92	-0.51388
1168.23	-0.58251
1168.55	-0.642221
1168.86	-0.720768
1169.17	-0.792152
1169.49	-0.908125
1169.8	-0.983165
1170.11	-1.0816
1170.43	-1.114
1170.74	-1.14765
1171.05	-1.17017
1171.37	-1.15635
1171.68	-1.13916
1171.99	-1.11078
1172.31	-1.07253
1172.62	-0.974333
1172.93	-0.883265
1173.25	-0.786284
1173.56	-0.618024
1173.87	-0.44175
1174.19	-0.226259
1174.5	0.0307125
1174.81	0.141134
1175.13	0.166377
1175.44	0.334501
1175.75	0.544654
1176.07	0.814559
1176.38	0.89045
1176.69	0.986498
1177.01	1.019
1177.32	1.04488
1177.63	1.06206
1177.94	0.991831
1178.26	0.987901
1178.57	0.971232
1178.88	0.949509
1179.2	0.99179
1179.51	0.937992
1179.82	0.81949
1180.14	0.716015
1180.45	0.67541
1180.76	0.655613
1181.08	0.635912
1181.39	0.625013
1181.7	0.630154
1182.02	0.621396
1182.33	0.601548
1182.64	0.595608
1182.96	0.536712
1183.27	0.509701
1183.58	0.505432
1183.9	0.478642
1184.21	0.491253
1184.52	0.456043
1184.84	0.466415
1185.15	0.456606
1185.46	0.435711
1185.78	0.43024
1186.09	0.447379
1186.4	0.468355
1186.72	0.463265
1187.03	0.485271
1187.34	0.514505
1187.66	0.532794
1187.97	0.555434
1188.28	0.556611
1188.6	0.595475
1188.91	0.603714
1189.22	0.64325
1189.54	0.656533
1189.85	0.661532
1190.16	0.666642
1190.48	0.687057
1190.79	0.745198
1191.1	0.775404
1191.42	0.794918
1191.73	0.831926
1192.04	0.877548
1192.36	0.862344
1192.67	0.852255
1192.98	0.868528
1193.3	0.859885
1193.61	0.846165
1193.92	0.849653
1194.24	0.836298
1194.55	0.804703
1194.86	0.806566
1195.18	0.784796
1195.49	0.723157
1195.8	0.707685
1196.12	0.663231
1196.43	0.627764
1196.74	0.620411
1197.06	0.568388
1197.37	0.536792
1197.68	0.486736
1197.99	0.481697
1198.31	0.407525
1198.62	0.352583
1198.93	0.281541
1199.25	0.237265
1199.56	0.180102
1199.87	0.126237
1200.19	0.0819921
1200.5	0.0354679
1200.81	0.00984417
1201.13	-0.0102153
1201.44	-0.0602853
1201.75	-0.0693287
1202.07	-0.120343
1202.38	-0.150962
1202.69	-0.172201
1203.01	-0.173297
1203.32	-0.17737
1203.63	-0.189106
1203.95	-0.180756
1204.26	-0.195859
1204.57	-0.17932
1204.89	-0.204346
1205.2	-0.209898
1205.51	-0.182298
1205.83	-0.18547
1206.14	-0.199512
1206.45	-0.195918
1206.77	-0.137139
1207.08	-0.090087
1207.39	-0.055565
1207.71	0.0029389
1208.02	-0.0504778
1208.33	0.020006
1208.65	0.0689519
1208.96	0.0984167
1209.27	0.162704
1209.59	0.231017
1209.9	0.357322
1210.21	0.403376
1210.53	0.455866
1210.84	0.541356
1211.15	0.627649
1211.47	0.668331
1211.78	0.788089
1212.09	0.857036
1212.41	0.941754
1212.72	1.01846
1213.03	1.0552
1213.35	1.15749
1213.66	1.22494
1213.97	1.30512
1214.29	1.3683
1214.6	1.41865
1214.91	1.47736
1215.23	1.55577
1215.54	1.61749
1215.85	1.68272
1216.17	1.71701
1216.48	1.76313
1216.79	1.80449
1217.11	1.87569
1217.42	1.93485
1217.73	1.97413
1218.05	2.01597
1218.36	2.04888
1218.67	2.11151
1218.98	2.11971
1219.3	2.14068
1219.61	2.16275
1219.92	2.1887
1220.24	2.21437
1220.55	2.24701
1220.86	2.20915
1221.18	2.22669
1221.49	2.24883
1221.8	2.23787
1222.12	2.22241
1222.43	2.20524
1222.74	2.19654
1223.06	2.18603
1223.37	2.17623
1223.68	2.14573
1224	2.13238
1224.31	2.12053
1224.62	2.09547
1224.94	2.08
1225.25	2.06341
1225.56	2.04537
1225.88	2.02139
1226.19	1.99818
1226.5	1.9848
1226.82	1.95648
1227.13	1.96793
1227.44	1.94208
1227.76	1.89691
1228.07	1.86416
1228.38	1.86336
1228.7	1.86478
1229.01	1.86168
1229.32	1.87849
1229.64	1.87093
1229.95	1.86499
1230.26	1.90477
1230.58	1.91801
1230.89	1.91534
1231.2	1.94323
1231.52	1.98014
1231.83	2.0245
1232.14	2.01732
1232.46	2.05443
1232.77	2.06325
1233.08	2.07605
1233.4	2.12838
1233.71	2.11624
1234.02	2.08862
1234.34	2.1091
1234.65	2.12912
1234.96	2.14589
1235.28	2.14592
1235.59	2.15613
1235.9	2.0397
1236.22	1.7186
1236.53	1.58878
1236.84	1.50668
1237.16	1.49133
1237.47	1.47169
1237.78	1.37786
1238.1	1.24977
1238.41	1.19067
1238.72	1.07139
1239.04	0.943792
1239.35	0.824722
1239.66	0.715102
1239.97	0.679888
1240.29	0.594294
1240.6	0.570438
1240.91	0.410704
1241.23	0.231682
1241.54	0.0469241
1241.85	-0.0695981
1242.17	-0.19788
1242.48	-0.328168
1242.79	-0.491412
1243.11	-0.601169
1243.42	-0.673262
1243.73	-0.728761
1244.05	-0.801079
1244.36	-0.835404
1244.67	-0.848374
1244.99	-0.839064
1245.3	-0.838934
1245.61	-0.896635
1245.93	-0.902805
1246.24	-0.907288
1246.55	-0.909672
1246.87	-0.928539
1247.18	-0.973544
1247.49	-1.02651
1247.81	-1.06169
1248.12	-1.11741
1248.43	-1.13699
1248.75	-1.15308
1249.06	-1.21351
1249.37	-1.24565
1249.69	-1.25582
1250	-1.33337
1250.31	-1.37879
1250.63	-1.43119
1250.94	-1.488
1251.25	-1.52193
1251.57	-1.5872
1251.88	-1.61868
1252.19	-1.67687
1252.51	-1.72316
1252.82	-1.78429
1253.13	-1.82728
1253.45	-1.87461
1253.76	-1.90072
1254.07	-1.95254
1254.39	-1.9774
1254.7	-2.01109
1255.01	-2.04291
1255.33	-2.03369
1255.64	-2.0565
1255.95	-2.08791
1256.27	-2.06521
1256.58	-2.06471
1256.89	-2.05886
1257.21	-2.05208
1257.52	-2.07426
1257.83	-2.07006
1258.15	-2.06878
1258.46	-2.04077
1258.77	-2.05225
1259.09	-2.04065
1259.4	-2.04113
1259.71	-2.06323
1260.03	-2.04284
1260.34	-2.02308
1260.65	-2.0301
1260.96	-2.05353
1261.28	-2.03145
1261.59	-2.02479
1261.9	-1.99265
1262.22	-1.98666
1262.53	-1.95173
1262.84	-1.92499
1263.16	-1.88504
1263.47	-1.87962
1263.78	-1.86993
1264.1	-1.84866
1264.41	-1.81868
1264.72	-1.80204
1265.04	-1.73534
1265.35	-1.74243
1265.66	-1.77281
1265.98	-1.78107
1266.29	-1.76353
1266.6	-1.74227
1266.92	-1.74364
1267.23	-1.76301
1267.54	-1.76569
1267.86	-1.79061
1268.17	-1.79124
1268.48	-1.8279
1268.8	-1.87496
1269.11	-1.9242
1269.42	-1.97131
1269.74	-2.0005
1270.05	-2.02152
1270.36	-2.10383
1270.68	-2.17492
1270.99	-2.25916
1271.3	-2.32572
1271.62	-2.41599
1271.93	-2.4931
1272.24	-2.49413
1272.56	-2.52783
1272.87	-2.54079
1273.18	-2.52962
1273.5	-2.50598
1273.81	-2.43691
1274.12	-2.3568
1274.44	-2.2559
1274.75	-2.14848
1275.06	-1.97025
1275.38	-1.81569
1275.69	-1.68443
1276	-1.50597
1276.32	-1.19907
1276.63	-0.98385
1276.94	-0.735784
1277.26	-0.659796
1277.57	-0.554278
1277.88	-0.305939
1278.2	-0.214172
1278.51	-0.108461
1278.82	-0.0559395
1279.14	0.0452155
1279.45	0.131185
1279.76	0.13152
1280.08	0.081455
1280.39	-0.00408429
1280.7	-0.0845058
1281.02	-0.0923306
1281.33	-0.0494332
1281.64	-0.0407892
1281.95	-0.0257206
1282.27	0.0127491
1282.58	0.0105605
1282.89	-0.11496
